country,year,category,share,value,pair_side
Peru,2020,small_equipment,0.38,,y
Peru,2020,temperature_exchange_equipment,0.17,,x
Peru,2020,small_it,0.09,,y
Peru,2020,screens_and_monitors,0.16,,x
Peru,2020,temperature_exchange_equipment,0.25,,y
Peru,2020,screens_and_monitors,0.16,,x
Peru,2020,screens_and_monitors,0.1,,y
Peru,2020,screens_and_monitors,0.16,,x
Peru,2020,lamps,0.01,,y
Peru,2020,screens_and_monitors,0.16,,x
Peru,2020,large_equipment,0.17,,y
Peru,2020,screens_and_monitors,0.16,,x
Peru,2020,small_equipment,0.38,,y
Peru,2020,screens_and_monitors,0.16,,x
Peru,2020,small_it,0.09,,y
Peru,2020,lamps,0.04,,x
Peru,2020,temperature_exchange_equipment,0.25,,y
Peru,2020,lamps,0.04,,x
Peru,2020,screens_and_monitors,0.1,,y
Peru,2020,lamps,0.04,,x
Peru,2020,lamps,0.01,,y
Peru,2020,lamps,0.04,,x
Peru,2020,large_equipment,0.17,,y
Peru,2020,lamps,0.04,,x
Peru,2020,small_equipment,0.38,,y
Peru,2020,lamps,0.04,,x
Peru,2020,small_it,0.09,,y
Peru,2020,large_equipment,0.22,,x
Peru,2020,temperature_exchange_equipment,0.25,,y
Peru,2020,large_equipment,0.22,,x
Peru,2020,screens_and_monitors,0.1,,y
Peru,2020,large_equipment,0.22,,x
Peru,2020,lamps,0.01,,y
Peru,2020,large_equipment,0.22,,x
Peru,2020,large_equipment,0.17,,y
Peru,2020,large_equipment,0.22,,x
Peru,2020,small_equipment,0.38,,y
Peru,2020,large_equipment,0.22,,x
Peru,2020,small_it,0.09,,y
Peru,2020,small_equipment,0.33,,x
Peru,2020,temperature_exchange_equipment,0.25,,y
Peru,2020,small_equipment,0.33,,x
Peru,2020,screens_and_monitors,0.1,,y
Peru,2020,small_equipment,0.33,,x
Peru,2020,lamps,0.01,,y
Peru,2020,small_equipment,0.33,,x
Peru,2020,large_equipment,0.17,,y
Peru,2020,small_equipment,0.33,,x
Peru,2020,small_equipment,0.38,,y
Peru,2020,small_equipment,0.33,,x
Peru,2020,small_it,0.09,,y
Peru,2020,small_it,0.1,,x
Peru,2020,temperature_exchange_equipment,0.25,,y
Peru,2020,small_it,0.1,,x
Peru,2020,screens_and_monitors,0.1,,y
Peru,2020,small_it,0.1,,x
Peru,2020,lamps,0.01,,y
Peru,2020,small_it,0.1,,x
Peru,2020,large_equipment,0.17,,y
Peru,2020,small_it,0.1,,x
Peru,2020,small_equipment,0.38,,y
Peru,2020,small_it,0.1,,x
Peru,2020,small_it,0.09,,y
Uruguay,2020,temperature_exchange_equipment,0.24,,x
Uruguay,2020,temperature_exchange_equipment,0.3,,y
Uruguay,2020,temperature_exchange_equipment,0.24,,x
Uruguay,2020,screens_and_monitors,0.06,,y
Uruguay,2020,temperature_exchange_equipment,0.24,,x
Uruguay,2020,lamps,0.02,,y
Uruguay,2020,temperature_exchange_equipment,0.24,,x
Uruguay,2020,large_equipment,0.23,,y
Uruguay,2020,temperature_exchange_equipment,0.24,,x
Uruguay,2020,small_equipment,0.33,,y
Uruguay,2020,temperature_exchange_equipment,0.24,,x
Uruguay,2020,small_it,0.06,,y
Uruguay,2020,screens_and_monitors,0.14,,x
Uruguay,2020,temperature_exchange_equipment,0.3,,y
Uruguay,2020,screens_and_monitors,0.14,,x
Uruguay,2020,screens_and_monitors,0.06,,y
Uruguay,2020,screens_and_monitors,0.14,,x
Uruguay,2020,lamps,0.02,,y
Uruguay,2020,screens_and_monitors,0.14,,x
Uruguay,2020,large_equipment,0.23,,y
Uruguay,2020,screens_and_monitors,0.14,,x
Uruguay,2020,small_equipment,0.33,,y
Uruguay,2020,screens_and_monitors,0.14,,x
Uruguay,2020,small_it,0.06,,y
Uruguay,2020,lamps,0.06,,x
Uruguay,2020,temperature_exchange_equipment,0.3,,y
Uruguay,2020,lamps,0.06,,x
Uruguay,2020,screens_and_monitors,0.06,,y
Uruguay,2020,lamps,0.06,,x
Uruguay,2020,lamps,0.02,,y
Uruguay,2020,lamps,0.06,,x
Uruguay,2020,large_equipment,0.23,,y
Uruguay,2020,lamps,0.06,,x
Uruguay,2020,small_equipment,0.33,,y
Uruguay,2020,lamps,0.06,,x
Uruguay,2020,small_it,0.06,,y
Uruguay,2020,large_equipment,0.18,,x
Uruguay,2020,temperature_exchange_equipment,0.3,,y
Uruguay,2020,large_equipment,0.18,,x
Uruguay,2020,screens_and_monitors,0.06,,y
Uruguay,2020,large_equipment,0.18,,x
Uruguay,2020,lamps,0.02,,y
Uruguay,2020,large_equipment,0.18,,x
Uruguay,2020,large_equipment,0.23,,y
Uruguay,2020,large_equipment,0.18,,x
Uruguay,2020,small_equipment,0.33,,y
Uruguay,2020,large_equipment,0.18,,x
Uruguay,2020,small_it,0.06,,y
Uruguay,2020,small_equipment,0.3,,x
Uruguay,2020,temperature_exchange_equipment,0.3,,y
Uruguay,2020,small_equipment,0.3,,x
Uruguay,2020,screens_and_monitors,0.06,,y
Uruguay,2020,small_equipment,0.3,,x
Uruguay,2020,lamps,0.02,,y
Uruguay,2020,small_equipment,0.3,,x
Uruguay,2020,large_equipment,0.23,,y
Uruguay,2020,small_equipment,0.3,,x
Uruguay,2020,small_equipment,0.33,,y
Uruguay,2020,small_equipment,0.3,,x
Uruguay,2020,small_it,0.06,,y
Uruguay,2020,small_it,0.08,,x
Uruguay,2020,temperature_exchange_equipment,0.3,,y
Uruguay,2020,small_it,0.08,,x
Uruguay,2020,screens_and_monitors,0.06,,y
Uruguay,2020,small_it,0.08,,x
Uruguay,2020,lamps,0.02,,y
Uruguay,2020,small_it,0.08,,x
Uruguay,2020,large_equipment,0.23,,y
Uruguay,2020,small_it,0.08,,x
Uruguay,2020,small_equipment,0.33,,y
Uruguay,2020,small_it,0.08,,x
Uruguay,2020,small_it,0.06,,y
Venezuela,2020,temperature_exchange_equipment,0.23,,x
Venezuela,2020,temperature_exchange_equipment,0.27,,y
Venezuela,2020,temperature_exchange_equipment,0.23,,x
Venezuela,2020,screens_and_monitors,0.12,,y
Venezuela,2020,temperature_exchange_equipment,0.23,,x
Venezuela,2020,lamps,0.02,,y
Venezuela,2020,temperature_exchange_equipment,0.23,,x
Venezuela,2020,large_equipment,0.22,,y
Venezuela,2020,temperature_exchange_equipment,0.23,,x
Venezuela,2020,small_equipment,0.29,,y
Venezuela,2020,temperature_exchange_equipment,0.23,,x
Venezuela,2020,small_it,0.08,,y
Venezuela,2020,screens_and_monitors,0.12,,x
Venezuela,2020,temperature_exchange_equipment,0.27,,y
Venezuela,2020,screens_and_monitors,0.12,,x
Venezuela,2020,screens_and_monitors,0.12,,y
Venezuela,2020,screens_and_monitors,0.12,,x
Venezuela,2020,lamps,0.02,,y
Venezuela,2020,screens_and_monitors,0.12,,x
Venezuela,2020,large_equipment,0.22,,y
Venezuela,2020,screens_and_monitors,0.12,,x
Venezuela,2020,small_equipment,0.29,,y
Venezuela,2020,screens_and_monitors,0.12,,x
Venezuela,2020,small_it,0.08,,y
Venezuela,2020,lamps,0.02,,x
Venezuela,2020,temperature_exchange_equipment,0.27,,y
Venezuela,2020,lamps,0.02,,x
Venezuela,2020,screens_and_monitors,0.12,,y
Venezuela,2020,lamps,0.02,,x
Venezuela,2020,lamps,0.02,,y
Venezuela,2020,lamps,0.02,,x
Venezuela,2020,large_equipment,0.22,,y
Venezuela,2020,lamps,0.02,,x
Venezuela,2020,small_equipment,0.29,,y
Venezuela,2020,lamps,0.02,,x
Venezuela,2020,small_it,0.08,,y
Venezuela,2020,large_equipment,0.22,,x
Venezuela,2020,temperature_exchange_equipment,0.27,,y
Venezuela,2020,large_equipment,0.22,,x
Venezuela,2020,screens_and_monitors,0.12,,y
Venezuela,2020,large_equipment,0.22,,x
Venezuela,2020,lamps,0.02,,y
Venezuela,2020,large_equipment,0.22,,x
Venezuela,2020,large_equipment,0.22,,y
Venezuela,2020,large_equipment,0.22,,x
Venezuela,2020,small_equipment,0.29,,y
Venezuela,2020,large_equipment,0.22,,x
Venezuela,2020,small_it,0.08,,y
Venezuela,2020,small_equipment,0.32,,x
Venezuela,2020,temperature_exchange_equipment,0.27,,y
Venezuela,2020,small_equipment,0.32,,x
Venezuela,2020,screens_and_monitors,0.12,,y
Venezuela,2020,small_equipment,0.32,,x
Venezuela,2020,lamps,0.02,,y
Venezuela,2020,small_equipment,0.32,,x
Venezuela,2020,large_equipment,0.22,,y
Venezuela,2020,small_equipment,0.32,,x
Venezuela,2020,small_equipment,0.29,,y
Venezuela,2020,small_equipment,0.32,,x
Venezuela,2020,small_it,0.08,,y
Venezuela,2020,small_it,0.08,,x
Venezuela,2020,temperature_exchange_equipment,0.27,,y
Venezuela,2020,small_it,0.08,,x
Venezuela,2020,screens_and_monitors,0.12,,y
Venezuela,2020,small_it,0.08,,x
Venezuela,2020,lamps,0.02,,y
Venezuela,2020,small_it,0.08,,x
Venezuela,2020,large_equipment,0.22,,y
Venezuela,2020,small_it,0.08,,x
Venezuela,2020,small_equipment,0.29,,y
Venezuela,2020,small_it,0.08,,x
Venezuela,2020,small_it,0.08,,y
Argentina,2021,temperature_exchange_equipment,0.22,,x
Argentina,2021,temperature_exchange_equipment,0.22,,y
Argentina,2021,temperature_exchange_equipment,0.22,,x
Argentina,2021,screens_and_monitors,0.07,,y
Argentina,2021,temperature_exchange_equipment,0.22,,x
Argentina,2021,lamps,0.14,,y
Argentina,2021,temperature_exchange_equipment,0.22,,x
Argentina,2021,large_equipment,0.32,,y
Argentina,2021,temperature_exchange_equipment,0.22,,x
Argentina,2021,small_equipment,0.2,,y
Argentina,2021,temperature_exchange_equipment,0.22,,x
Argentina,2021,small_it,0.05,,y
Argentina,2021,screens_and_monitors,0.14,,x
Argentina,2021,temperature_exchange_equipment,0.22,,y
Argentina,2021,screens_and_monitors,0.14,,x
Argentina,2021,screens_and_monitors,0.07,,y
Argentina,2021,screens_and_monitors,0.14,,x
Argentina,2021,lamps,0.14,,y
Argentina,2021,screens_and_monitors,0.14,,x
Argentina,2021,large_equipment,0.32,,y
Argentina,2021,screens_and_monitors,0.14,,x
Argentina,2021,small_equipment,0.2,,y
Argentina,2021,screens_and_monitors,0.14,,x
Argentina,2021,small_it,0.05,,y
Argentina,2021,lamps,0.03,,x
Argentina,2021,temperature_exchange_equipment,0.22,,y
Argentina,2021,lamps,0.03,,x
Argentina,2021,screens_and_monitors,0.07,,y
Argentina,2021,lamps,0.03,,x
Argentina,2021,lamps,0.14,,y
Argentina,2021,lamps,0.03,,x
Argentina,2021,large_equipment,0.32,,y
Argentina,2021,lamps,0.03,,x
Argentina,2021,small_equipment,0.2,,y
Argentina,2021,lamps,0.03,,x
Argentina,2021,small_it,0.05,,y
Argentina,2021,large_equipment,0.28,,x
Argentina,2021,temperature_exchange_equipment,0.22,,y
Argentina,2021,large_equipment,0.28,,x
Argentina,2021,screens_and_monitors,0.07,,y
Argentina,2021,large_equipment,0.28,,x
Argentina,2021,lamps,0.14,,y
Argentina,2021,large_equipment,0.28,,x
Argentina,2021,large_equipment,0.32,,y
Argentina,2021,large_equipment,0.28,,x
Argentina,2021,small_equipment,0.2,,y
Argentina,2021,large_equipment,0.28,,x
Argentina,2021,small_it,0.05,,y
Argentina,2021,small_equipment,0.26,,x
Argentina,2021,temperature_exchange_equipment,0.22,,y
Argentina,2021,small_equipment,0.26,,x
Argentina,2021,screens_and_monitors,0.07,,y
Argentina,2021,small_equipment,0.26,,x
Argentina,2021,lamps,0.14,,y
Argentina,2021,small_equipment,0.26,,x
Argentina,2021,large_equipment,0.32,,y
Argentina,2021,small_equipment,0.26,,x
Argentina,2021,small_equipment,0.2,,y
Argentina,2021,small_equipment,0.26,,x
Argentina,2021,small_it,0.05,,y
Argentina,2021,small_it,0.08,,x
Argentina,2021,temperature_exchange_equipment,0.22,,y
Argentina,2021,small_it,0.08,,x
Argentina,2021,screens_and_monitors,0.07,,y
Argentina,2021,small_it,0.08,,x
Argentina,2021,lamps,0.14,,y
Argentina,2021,small_it,0.08,,x
Argentina,2021,large_equipment,0.32,,y
Argentina,2021,small_it,0.08,,x
Argentina,2021,small_equipment,0.2,,y
Argentina,2021,small_it,0.08,,x
Argentina,2021,small_it,0.05,,y
Bolivia (Plurinational State of),2021,temperature_exchange_equipment,0.15,,x
Bolivia (Plurinational State of),2021,temperature_exchange_equipment,0.2,,y
Bolivia (Plurinational State of),2021,temperature_exchange_equipment,0.15,,x
Bolivia (Plurinational State of),2021,screens_and_monitors,0.03,,y
Bolivia (Plurinational State of),2021,temperature_exchange_equipment,0.15,,x
Bolivia (Plurinational State of),2021,lamps,0.06,,y
Bolivia (Plurinational State of),2021,temperature_exchange_equipment,0.15,,x
Bolivia (Plurinational State of),2021,large_equipment,0.25,,y
Bolivia (Plurinational State of),2021,temperature_exchange_equipment,0.15,,x
Bolivia (Plurinational State of),2021,small_equipment,0.39,,y
Bolivia (Plurinational State of),2021,temperature_exchange_equipment,0.15,,x
Bolivia (Plurinational State of),2021,small_it,0.07,,y
Bolivia (Plurinational State of),2021,screens_and_monitors,0.06,,x
Bolivia (Plurinational State of),2021,temperature_exchange_equipment,0.2,,y
Bolivia (Plurinational State of),2021,screens_and_monitors,0.06,,x
Bolivia (Plurinational State of),2021,screens_and_monitors,0.03,,y
Bolivia (Plurinational State of),2021,screens_and_monitors,0.06,,x
Bolivia (Plurinational State of),2021,lamps,0.06,,y
Bolivia (Plurinational State of),2021,screens_and_monitors,0.06,,x
Bolivia (Plurinational State of),2021,large_equipment,0.25,,y
Bolivia (Plurinational State of),2021,screens_and_monitors,0.06,,x
Bolivia (Plurinational State of),2021,small_equipment,0.39,,y
Bolivia (Plurinational State of),2021,screens_and_monitors,0.06,,x
Bolivia (Plurinational State of),2021,small_it,0.07,,y
Bolivia (Plurinational State of),2021,lamps,0.08,,x
Bolivia (Plurinational State of),2021,temperature_exchange_equipment,0.2,,y
Bolivia (Plurinational State of),2021,lamps,0.08,,x
Bolivia (Plurinational State of),2021,screens_and_monitors,0.03,,y
Bolivia (Plurinational State of),2021,lamps,0.08,,x
Bolivia (Plurinational State of),2021,lamps,0.06,,y
Bolivia (Plurinational State of),2021,lamps,0.08,,x
Bolivia (Plurinational State of),2021,large_equipment,0.25,,y
Bolivia (Plurinational State of),2021,lamps,0.08,,x
Bolivia (Plurinational State of),2021,small_equipment,0.39,,y
Bolivia (Plurinational State of),2021,lamps,0.08,,x
Bolivia (Plurinational State of),2021,small_it,0.07,,y
Bolivia (Plurinational State of),2021,large_equipment,0.22,,x
Bolivia (Plurinational State of),2021,temperature_exchange_equipment,0.2,,y
Bolivia (Plurinational State of),2021,large_equipment,0.22,,x
Bolivia (Plurinational State of),2021,screens_and_monitors,0.03,,y
Bolivia (Plurinational State of),2021,large_equipment,0.22,,x
Bolivia (Plurinational State of),2021,lamps,0.06,,y
Bolivia (Plurinational State of),2021,large_equipment,0.22,,x
Bolivia (Plurinational State of),2021,large_equipment,0.25,,y
Bolivia (Plurinational State of),2021,large_equipment,0.22,,x
Bolivia (Plurinational State of),2021,small_equipment,0.39,,y
Bolivia (Plurinational State of),2021,large_equipment,0.22,,x
Bolivia (Plurinational State of),2021,small_it,0.07,,y
Bolivia (Plurinational State of),2021,small_equipment,0.39,,x
Bolivia (Plurinational State of),2021,temperature_exchange_equipment,0.2,,y
Bolivia (Plurinational State of),2021,small_equipment,0.39,,x
Bolivia (Plurinational State of),2021,screens_and_monitors,0.03,,y
Bolivia (Plurinational State of),2021,small_equipment,0.39,,x
Bolivia (Plurinational State of),2021,lamps,0.06,,y
Bolivia (Plurinational State of),2021,small_equipment,0.39,,x
Bolivia (Plurinational State of),2021,large_equipment,0.25,,y
Bolivia (Plurinational State of),2021,small_equipment,0.39,,x
Bolivia (Plurinational State of),2021,small_equipment,0.39,,y
Bolivia (Plurinational State of),2021,small_equipment,0.39,,x
Bolivia (Plurinational State of),2021,small_it,0.07,,y
Bolivia (Plurinational State of),2021,small_it,0.11,,x
Bolivia (Plurinational State of),2021,temperature_exchange_equipment,0.2,,y
Bolivia (Plurinational State of),2021,small_it,0.11,,x
Bolivia (Plurinational State of),2021,screens_and_monitors,0.03,,y
Bolivia (Plurinational State of),2021,small_it,0.11,,x
Bolivia (Plurinational State of),2021,lamps,0.06,,y
Bolivia (Plurinational State of),2021,small_it,0.11,,x
Bolivia (Plurinational State of),2021,large_equipment,0.25,,y
Bolivia (Plurinational State of),2021,small_it,0.11,,x
Bolivia (Plurinational State of),2021,small_equipment,0.39,,y
Bolivia (Plurinational State of),2021,small_it,0.11,,x
Bolivia (Plurinational State of),2021,small_it,0.07,,y
Chile (Republic of),2021,temperature_exchange_equipment,0.26,,x
Chile (Republic of),2021,temperature_exchange_equipment,0.34,,y
Chile (Republic of),2021,temperature_exchange_equipment,0.26,,x
Chile (Republic of),2021,screens_and_monitors,0.09,,y
Chile (Republic of),2021,temperature_exchange_equipment,0.26,,x
Chile (Republic of),2021,lamps,0.01,,y
Chile (Republic of),2021,temperature_exchange_equipment,0.26,,x
Chile (Republic of),2021,large_equipment,0.23,,y
Chile (Republic of),2021,temperature_exchange_equipment,0.26,,x
Chile (Republic of),2021,small_equipment,0.29,,y
Chile (Republic of),2021,temperature_exchange_equipment,0.26,,x
Chile (Republic of),2021,small_it,0.05,,y
Chile (Republic of),2021,screens_and_monitors,0.15,,x
Chile (Republic of),2021,temperature_exchange_equipment,0.34,,y
Chile (Republic of),2021,screens_and_monitors,0.15,,x
Chile (Republic of),2021,screens_and_monitors,0.09,,y
Chile (Republic of),2021,screens_and_monitors,0.15,,x
Chile (Republic of),2021,lamps,0.01,,y
Chile (Republic of),2021,screens_and_monitors,0.15,,x
Chile (Republic of),2021,large_equipment,0.23,,y
Chile (Republic of),2021,screens_and_monitors,0.15,,x
Chile (Republic of),2021,small_equipment,0.29,,y
Chile (Republic of),2021,screens_and_monitors,0.15,,x
Chile (Republic of),2021,small_it,0.05,,y
Chile (Republic of),2021,lamps,0.02,,x
Chile (Republic of),2021,temperature_exchange_equipment,0.34,,y
Chile (Republic of),2021,lamps,0.02,,x
Chile (Republic of),2021,screens_and_monitors,0.09,,y
Chile (Republic of),2021,lamps,0.02,,x
Chile (Republic of),2021,lamps,0.01,,y
Chile (Republic of),2021,lamps,0.02,,x
Chile (Republic of),2021,large_equipment,0.23,,y
Chile (Republic of),2021,lamps,0.02,,x
Chile (Republic of),2021,small_equipment,0.29,,y
Chile (Republic of),2021,lamps,0.02,,x
Chile (Republic of),2021,small_it,0.05,,y
Chile (Republic of),2021,large_equipment,0.16,,x
Chile (Republic of),2021,temperature_exchange_equipment,0.34,,y
Chile (Republic of),2021,large_equipment,0.16,,x
Chile (Republic of),2021,screens_and_monitors,0.09,,y
Chile (Republic of),2021,large_equipment,0.16,,x
Chile (Republic of),2021,lamps,0.01,,y
Chile (Republic of),2021,large_equipment,0.16,,x
Chile (Republic of),2021,large_equipment,0.23,,y
Chile (Republic of),2021,large_equipment,0.16,,x
Chile (Republic of),2021,small_equipment,0.29,,y
Chile (Republic of),2021,large_equipment,0.16,,x
Chile (Republic of),2021,small_it,0.05,,y
Chile (Republic of),2021,small_equipment,0.34,,x
Chile (Republic of),2021,temperature_exchange_equipment,0.34,,y
Chile (Republic of),2021,small_equipment,0.34,,x
Chile (Republic of),2021,screens_and_monitors,0.09,,y
Chile (Republic of),2021,small_equipment,0.34,,x
Chile (Republic of),2021,lamps,0.01,,y
Chile (Republic of),2021,small_equipment,0.34,,x
Chile (Republic of),2021,large_equipment,0.23,,y
Chile (Republic of),2021,small_equipment,0.34,,x
Chile (Republic of),2021,small_equipment,0.29,,y
Chile (Republic of),2021,small_equipment,0.34,,x
Chile (Republic of),2021,small_it,0.05,,y
Chile (Republic of),2021,small_it,0.07,,x
Chile (Republic of),2021,temperature_exchange_equipment,0.34,,y
Chile (Republic of),2021,small_it,0.07,,x
Chile (Republic of),2021,screens_and_monitors,0.09,,y
Chile (Republic of),2021,small_it,0.07,,x
Chile (Republic of),2021,lamps,0.01,,y
Chile (Republic of),2021,small_it,0.07,,x
Chile (Republic of),2021,large_equipment,0.23,,y
Chile (Republic of),2021,small_it,0.07,,x
Chile (Republic of),2021,small_equipment,0.29,,y
Chile (Republic of),2021,small_it,0.07,,x
Chile (Republic of),2021,small_it,0.05,,y
Ecuador,2021,temperature_exchange_equipment,0.16,,x
Ecuador,2021,temperature_exchange_equipment,0.25,,y
Ecuador,2021,temperature_exchange_equipment,0.16,,x
Ecuador,2021,screens_and_monitors,0.1,,y
Ecuador,2021,temperature_exchange_equipment,0.16,,x
Ecuador,2021,lamps,0.03,,y
Ecuador,2021,temperature_exchange_equipment,0.16,,x
Ecuador,2021,large_equipment,0.15,,y
Ecuador,2021,temperature_exchange_equipment,0.16,,x
Ecuador,2021,small_equipment,0.41,,y
Ecuador,2021,temperature_exchange_equipment,0.16,,x
Ecuador,2021,small_it,0.07,,y
Ecuador,2021,screens_and_monitors,0.11,,x
Ecuador,2021,temperature_exchange_equipment,0.25,,y
Ecuador,2021,screens_and_monitors,0.11,,x
Ecuador,2021,screens_and_monitors,0.1,,y
Ecuador,2021,screens_and_monitors,0.11,,x
Ecuador,2021,lamps,0.03,,y
Ecuador,2021,screens_and_monitors,0.11,,x
Ecuador,2021,large_equipment,0.15,,y
Ecuador,2021,screens_and_monitors,0.11,,x
Ecuador,2021,small_equipment,0.41,,y
Ecuador,2021,screens_and_monitors,0.11,,x
Ecuador,2021,small_it,0.07,,y
Ecuador,2021,lamps,0.04,,x
Ecuador,2021,temperature_exchange_equipment,0.25,,y
Ecuador,2021,lamps,0.04,,x
Ecuador,2021,screens_and_monitors,0.1,,y
Ecuador,2021,lamps,0.04,,x
Ecuador,2021,lamps,0.03,,y
Ecuador,2021,lamps,0.04,,x
Ecuador,2021,large_equipment,0.15,,y
Ecuador,2021,lamps,0.04,,x
Ecuador,2021,small_equipment,0.41,,y
Ecuador,2021,lamps,0.04,,x
Ecuador,2021,small_it,0.07,,y
Ecuador,2021,large_equipment,0.15,,x
Ecuador,2021,temperature_exchange_equipment,0.25,,y
Ecuador,2021,large_equipment,0.15,,x
Ecuador,2021,screens_and_monitors,0.1,,y
Ecuador,2021,large_equipment,0.15,,x
Ecuador,2021,lamps,0.03,,y
Ecuador,2021,large_equipment,0.15,,x
Ecuador,2021,large_equipment,0.15,,y
Ecuador,2021,large_equipment,0.15,,x
Ecuador,2021,small_equipment,0.41,,y
Ecuador,2021,large_equipment,0.15,,x
Ecuador,2021,small_it,0.07,,y
Ecuador,2021,small_equipment,0.49,,x
Ecuador,2021,temperature_exchange_equipment,0.25,,y
Ecuador,2021,small_equipment,0.49,,x
Ecuador,2021,screens_and_monitors,0.1,,y
Ecuador,2021,small_equipment,0.49,,x
Ecuador,2021,lamps,0.03,,y
Ecuador,2021,small_equipment,0.49,,x
Ecuador,2021,large_equipment,0.15,,y
Ecuador,2021,small_equipment,0.49,,x
Ecuador,2021,small_equipment,0.41,,y
Ecuador,2021,small_equipment,0.49,,x
Ecuador,2021,small_it,0.07,,y
Ecuador,2021,small_it,0.1,,x
Ecuador,2021,temperature_exchange_equipment,0.25,,y
Ecuador,2021,small_it,0.1,,x
Ecuador,2021,screens_and_monitors,0.1,,y
Ecuador,2021,small_it,0.1,,x
Ecuador,2021,lamps,0.03,,y
Ecuador,2021,small_it,0.1,,x
Ecuador,2021,large_equipment,0.15,,y
Ecuador,2021,small_it,0.1,,x
Ecuador,2021,small_equipment,0.41,,y
Ecuador,2021,small_it,0.1,,x
Ecuador,2021,small_it,0.07,,y
Guatemala,2021,temperature_exchange_equipment,0.17,,x
Guatemala,2021,temperature_exchange_equipment,0.22,,y
Guatemala,2021,temperature_exchange_equipment,0.17,,x
Guatemala,2021,screens_and_monitors,0.12,,y
Guatemala,2021,temperature_exchange_equipment,0.17,,x
Guatemala,2021,lamps,0.05,,y
Guatemala,2021,temperature_exchange_equipment,0.17,,x
Guatemala,2021,large_equipment,0.13,,y
Guatemala,2021,temperature_exchange_equipment,0.17,,x
Guatemala,2021,small_equipment,0.36,,y
Guatemala,2021,temperature_exchange_equipment,0.17,,x
Guatemala,2021,small_it,0.12,,y
Guatemala,2021,screens_and_monitors,0.14,,x
Guatemala,2021,temperature_exchange_equipment,0.22,,y
Guatemala,2021,screens_and_monitors,0.14,,x
Guatemala,2021,screens_and_monitors,0.12,,y
Guatemala,2021,screens_and_monitors,0.14,,x
Guatemala,2021,lamps,0.05,,y
Guatemala,2021,screens_and_monitors,0.14,,x
Guatemala,2021,large_equipment,0.13,,y
Guatemala,2021,screens_and_monitors,0.14,,x
Guatemala,2021,small_equipment,0.36,,y
Guatemala,2021,screens_and_monitors,0.14,,x
Guatemala,2021,small_it,0.12,,y
Guatemala,2021,lamps,0.07,,x
Guatemala,2021,temperature_exchange_equipment,0.22,,y
Guatemala,2021,lamps,0.07,,x
Guatemala,2021,screens_and_monitors,0.12,,y
Guatemala,2021,lamps,0.07,,x
Guatemala,2021,lamps,0.05,,y
Guatemala,2021,lamps,0.07,,x
Guatemala,2021,large_equipment,0.13,,y
Guatemala,2021,lamps,0.07,,x
Guatemala,2021,small_equipment,0.36,,y
Guatemala,2021,lamps,0.07,,x
Guatemala,2021,small_it,0.12,,y
Guatemala,2021,large_equipment,0.12,,x
Guatemala,2021,temperature_exchange_equipment,0.22,,y
Guatemala,2021,large_equipment,0.12,,x
Guatemala,2021,screens_and_monitors,0.12,,y
Guatemala,2021,large_equipment,0.12,,x
Guatemala,2021,lamps,0.05,,y
Guatemala,2021,large_equipment,0.12,,x
Guatemala,2021,large_equipment,0.13,,y
Guatemala,2021,large_equipment,0.12,,x
Guatemala,2021,small_equipment,0.36,,y
Guatemala,2021,large_equipment,0.12,,x
Guatemala,2021,small_it,0.12,,y
Guatemala,2021,small_equipment,0.37,,x
Guatemala,2021,temperature_exchange_equipment,0.22,,y
Guatemala,2021,small_equipment,0.37,,x
Guatemala,2021,screens_and_monitors,0.12,,y
Guatemala,2021,small_equipment,0.37,,x
Guatemala,2021,lamps,0.05,,y
Guatemala,2021,small_equipment,0.37,,x
Guatemala,2021,large_equipment,0.13,,y
Guatemala,2021,small_equipment,0.37,,x
Guatemala,2021,small_equipment,0.36,,y
Guatemala,2021,small_equipment,0.37,,x
Guatemala,2021,small_it,0.12,,y
Guatemala,2021,small_it,0.14,,x
Guatemala,2021,temperature_exchange_equipment,0.22,,y
Guatemala,2021,small_it,0.14,,x
Guatemala,2021,screens_and_monitors,0.12,,y
Guatemala,2021,small_it,0.14,,x
Guatemala,2021,lamps,0.05,,y
Guatemala,2021,small_it,0.14,,x
Guatemala,2021,large_equipment,0.13,,y
Guatemala,2021,small_it,0.14,,x
Guatemala,2021,small_equipment,0.36,,y
Guatemala,2021,small_it,0.14,,x
Guatemala,2021,small_it,0.12,,y
Honduras,2021,temperature_exchange_equipment,0.28,,x
Honduras,2021,temperature_exchange_equipment,0.23,,y
Honduras,2021,temperature_exchange_equipment,0.28,,x
Honduras,2021,screens_and_monitors,0.05,,y
Honduras,2021,temperature_exchange_equipment,0.28,,x
Honduras,2021,lamps,0.06,,y
Honduras,2021,temperature_exchange_equipment,0.28,,x
Honduras,2021,large_equipment,0.08,,y
Honduras,2021,temperature_exchange_equipment,0.28,,x
Honduras,2021,small_equipment,0.51,,y
Honduras,2021,temperature_exchange_equipment,0.28,,x
Honduras,2021,small_it,0.07,,y
Honduras,2021,screens_and_monitors,0.15,,x
Honduras,2021,temperature_exchange_equipment,0.23,,y
Honduras,2021,screens_and_monitors,0.15,,x
Honduras,2021,screens_and_monitors,0.05,,y
Honduras,2021,screens_and_monitors,0.15,,x
Honduras,2021,lamps,0.06,,y
Honduras,2021,screens_and_monitors,0.15,,x
